Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
1,1,9003,1,1,144.0,132.8,0,0,1,19,1,0,15.5,2.8,-4.06
18,1,9773,1,1,125.0,121.5,1,0,1,19,0,0,8.9,1.4,3.51
1,1,171,1,1,131.0,127.2,1,0,1,23,0,0,11.1,0.6,2.02
17,1,9130,1,1,131.0,128.2,1,0,1,18,0,0,12.4,0.5,1.79
1,1,9773,1,1,140.0,133.4,1,0,1,29,0,0,11.1,0.6,2.02
39,1,9130,1,1,133.1,120.0,1,0,1,29,0,0,10.8,1.4,1.74
44,1,9003,1,1,140.0,140.0,0,0,1,20,0,0,16.2,0.3,-0.92
1,5,171,1,1,139.0,136.9,1,0,1,19,1,0,9.4,-0.8,-3.12
17,3,171,1,1,125.0,117.0,1,1,1,22,0,0,10.8,1.4,1.74
1,2,9670,1,1,117.0,110.7,1,0,1,20,0,0,11.1,0.6,2.02
39,1,9130,1,1,150.0,160.0,1,0,1,24,0,0,9.4,-0.8,-3.12
1,1,9670,1,1,95.0,95.0,0,0,1,21,0,0,12.7,3.7,-1.7
39,1,9147,1,1,150.0,148.8,0,0,1,25,1,0,12.7,3.7,-1.7
39,1,9147,1,1,120.0,110.0,0,0,1,32,0,0,9.4,-0.8,-3.12
43,1,9991,0,1,136.0,133.9,0,0,1,26,0,0,7.6,2.6,0.32
1,1,9130,1,1,133.0,125.7,1,0,1,18,1,0,12.4,0.5,1.79
17,1,9254,1,1,125.0,116.6,0,0,1,19,1,0,16.2,0.3,-0.92
1,3,9070,1,1,127.0,141.0,1,0,1,19,1,0,12.4,0.5,1.79
7,1,9119,1,40,130.0,130.0,0,0,1,27,0,0,11.1,0.6,2.02
53,1,9003,1,1,130.0,130.0,0,0,1,21,0,0,8.9,1.4,3.51
17,1,9119,1,1,127.0,115.8,0,0,1,20,0,0,13.9,-0.3,0.79
44,1,9070,1,39,140.0,140.0,1,0,1,21,0,0,12.4,0.5,1.79
1,5,9773,1,1,125.0,126.1,1,0,1,22,0,0,9.4,-0.8,-3.12
1,1,171,1,1,135.0,137.5,1,0,1,19,0,0,12.7,3.7,-1.7
17,4,9147,1,1,132.0,120.8,1,0,1,18,1,0,11.1,0.6,2.02
39,2,9238,1,1,110.0,136.5,0,0,1,28,0,0,13.9,-0.3,0.79
39,1,9003,1,1,130.0,122.0,0,0,1,25,0,0,15.5,2.8,-4.06
43,1,9003,1,1,130.0,130.0,0,0,1,25,0,0,15.5,2.8,-4.06
1,1,9147,1,1,135.0,126.3,0,0,1,18,0,0,8.9,1.4,3.51
1,1,9254,1,1,133.1,98.0,0,0,1,26,0,0,10.8,1.4,1.74
17,3,9147,1,1,135.0,121.0,1,0,1,18,1,0,13.9,-0.3,0.79
43,1,9773,1,1,128.0,124.2,1,0,1,22,0,0,15.5,2.8,-4.06
39,1,9003,1,1,140.0,130.0,0,0,1,25,0,0,16.2,0.3,-0.92
1,2,9773,1,1,135.0,136.1,1,0,1,19,0,0,8.9,1.4,3.51
17,2,9773,1,1,131.0,132.8,1,0,1,19,0,0,13.9,-0.3,0.79
17,1,9500,1,1,131.0,126.3,0,0,1,19,0,0,16.2,0.3,-0.92
39,1,8014,0,19,100.0,111.5,0,0,1,45,0,0,10.8,1.4,1.74
39,1,9991,0,1,140.0,118.2,0,0,1,52,0,0,7.6,2.6,0.32
1,1,9147,1,1,124.0,115.6,1,0,1,20,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,130.0,117.8,1,0,1,19,0,0,10.8,1.4,1.74
1,1,9500,1,1,142.0,127.0,0,0,1,21,0,0,12.4,0.5,1.79
39,1,8014,0,1,150.0,140.0,0,0,1,35,0,0,9.4,-0.8,-3.12
39,1,171,1,12,110.0,106.0,1,0,1,36,0,0,7.6,2.6,0.32
39,1,9500,1,19,110.0,151.0,0,0,1,47,0,0,15.5,2.8,-4.06
18,1,9991,0,1,112.0,106.4,0,0,1,22,0,0,8.9,1.4,3.51
39,1,9991,0,1,100.0,125.3,1,0,1,41,0,0,7.6,2.6,0.32
7,1,9119,1,3,130.0,130.0,0,0,1,26,0,0,10.8,1.4,1.74
39,1,8014,0,1,133.1,116.0,0,0,0,51,0,0,10.8,1.4,1.74
39,2,9991,0,1,150.0,120.0,0,0,0,43,0,0,9.4,-0.8,-3.12
39,2,8014,0,1,100.0,100.0,1,0,0,41,0,0,7.6,2.6,0.32
43,2,9147,1,1,130.0,118.5,1,0,1,23,0,0,7.6,2.6,0.32
43,2,9238,1,1,129.0,118.9,1,0,1,22,0,0,9.4,-0.8,-3.12
17,2,9070,1,1,127.0,119.3,1,1,1,25,1,0,12.7,3.7,-1.7
43,1,9991,0,1,140.0,135.8,1,0,1,25,0,0,9.4,-0.8,-3.12
53,1,171,1,42,130.0,130.0,1,0,1,22,1,0,8.9,1.4,3.51
39,1,9003,1,1,133.1,129.8,0,0,1,24,0,1,8.9,1.4,3.51
39,1,9085,1,2,140.0,150.0,0,0,1,47,0,0,16.2,0.3,-0.92
39,1,9991,0,19,133.1,111.9,1,0,1,41,0,0,7.6,2.6,0.32
39,1,9003,1,1,120.0,150.1,1,0,1,43,0,0,13.9,-0.3,0.79
39,1,9003,1,1,133.1,130.0,0,0,1,29,0,0,16.2,0.3,-0.92
39,2,9119,1,1,120.0,128.0,0,0,1,30,0,0,7.6,2.6,0.32
39,2,9147,1,38,133.1,102.5,0,0,1,26,0,0,12.7,3.7,-1.7
39,2,9991,0,1,133.1,102.5,0,0,1,27,0,0,15.5,2.8,-4.06
39,2,9670,1,1,100.0,110.0,0,0,1,36,1,0,9.4,-0.8,-3.12
39,1,9003,1,19,133.1,114.0,0,0,1,29,0,0,15.5,2.8,-4.06
42,1,9119,1,1,120.0,128.2,1,0,1,35,0,0,9.4,-0.8,-3.12
1,1,9773,1,1,128.0,116.5,0,0,1,18,1,0,10.8,1.4,1.74
1,1,9991,0,1,172.0,149.3,0,0,1,24,1,0,8.9,1.4,3.51
1,3,9773,1,1,146.0,134.1,1,0,1,18,1,0,10.8,1.4,1.74
17,4,9119,1,1,135.0,126.6,1,0,1,18,0,0,7.6,2.6,0.32
43,1,9085,1,1,160.0,120.0,0,0,1,21,0,0,9.4,-0.8,-3.12
42,1,9119,1,1,150.0,133.5,1,0,1,21,0,0,9.4,-0.8,-3.12
39,1,9003,1,1,130.0,110.0,0,0,1,32,0,0,15.5,2.8,-4.06
1,4,9119,1,1,111.0,107.5,1,0,1,22,1,0,11.1,0.6,2.02
7,1,9003,1,3,130.0,130.0,1,0,1,32,0,0,15.5,2.8,-4.06
43,1,9670,1,6,170.0,111.6,0,0,1,35,0,0,9.4,-0.8,-3.12
18,3,9147,1,1,133.1,101.0,1,0,1,23,0,0,8.9,1.4,3.51
39,1,8014,0,1,100.0,108.3,0,0,1,39,0,0,7.6,2.6,0.32
43,1,9670,1,1,120.0,128.2,0,0,1,35,0,0,9.4,-0.8,-3.12
39,1,9003,1,3,110.0,150.0,0,0,1,32,0,0,16.2,0.3,-0.92
1,1,9853,1,1,133.1,142.8,0,0,1,20,0,0,7.6,2.6,0.32
39,1,9500,1,1,120.0,100.0,0,0,1,34,0,0,16.2,0.3,-0.92
7,1,9991,0,40,150.0,150.0,1,0,1,44,0,0,8.9,1.4,3.51
39,1,9254,1,19,133.1,156.5,0,0,1,53,0,0,16.2,0.3,-0.92
39,1,9119,1,19,120.0,98.6,0,0,1,28,0,0,12.4,0.5,1.79
7,1,9991,0,3,130.0,130.0,0,0,1,31,0,0,12.7,3.7,-1.7
1,1,171,1,1,130.0,118.1,0,0,1,18,0,0,9.4,-0.8,-3.12
39,1,9003,1,1,100.0,120.0,0,0,1,44,0,0,15.5,2.8,-4.06
1,1,9085,1,1,142.0,127.7,1,0,1,19,0,0,12.7,3.7,-1.7
15,1,171,1,1,130.0,130.0,0,0,1,21,0,1,8.9,1.4,3.51
18,1,9119,1,1,148.0,147.7,0,0,1,18,1,0,9.4,-0.8,-3.12
44,1,9003,1,39,170.0,170.0,1,0,1,20,0,0,16.2,0.3,-0.92
39,1,9070,1,1,110.0,110.2,0,0,1,55,0,0,11.1,0.6,2.02
1,1,9147,1,1,166.0,146.4,0,0,1,27,0,0,7.6,2.6,0.32
17,2,9119,1,1,135.0,121.0,0,0,1,19,0,0,12.4,0.5,1.79
1,1,9147,1,1,133.0,129.9,0,0,1,18,0,0,12.4,0.5,1.79
39,1,9773,1,1,133.1,132.0,0,0,1,43,0,0,15.5,2.8,-4.06
18,3,9254,1,1,121.0,125.9,1,0,1,18,0,0,13.9,-0.3,0.79
1,1,171,1,1,159.0,165.7,1,0,1,18,0,0,9.4,-0.8,-3.12
17,5,9254,1,1,130.0,122.7,1,0,1,20,1,0,8.9,1.4,3.51
39,1,9991,0,1,121.0,141.4,0,0,1,29,0,0,10.8,1.4,1.74
39,1,9130,1,19,133.1,156.4,1,0,1,44,0,0,13.9,-0.3,0.79
1,1,9119,1,1,146.0,148.5,1,0,1,18,0,0,10.8,1.4,1.74
44,1,9003,1,39,140.0,140.0,0,0,1,20,1,0,15.5,2.8,-4.06
43,1,9070,1,1,125.0,131.7,1,0,1,20,0,0,12.4,0.5,1.79
39,2,9147,1,1,120.0,104.7,1,0,1,36,0,0,10.8,1.4,1.74
44,1,9130,1,39,150.0,150.0,1,0,1,19,0,0,13.9,-0.3,0.79
39,1,9085,1,19,110.0,110.0,0,0,1,29,0,0,12.7,3.7,-1.7
1,1,9670,1,1,120.0,129.1,1,0,1,18,0,0,10.8,1.4,1.74
39,1,9003,1,1,133.1,120.0,0,0,1,24,0,0,13.9,-0.3,0.79
1,1,9773,1,1,133.1,127.0,0,0,1,20,0,0,15.5,2.8,-4.06
39,1,8014,0,19,133.1,151.5,0,0,1,45,0,0,16.2,0.3,-0.92
43,2,9500,1,1,130.0,126.8,1,0,1,28,1,0,7.6,2.6,0.32
1,1,9254,1,1,160.0,140.8,1,0,1,23,0,0,7.6,2.6,0.32
1,1,9500,1,1,128.0,125.6,1,0,1,18,0,0,12.4,0.5,1.79
1,2,9147,1,1,140.0,127.8,1,0,1,23,0,0,9.4,-0.8,-3.12
43,1,171,1,1,120.0,120.0,1,0,1,22,0,0,7.6,2.6,0.32
1,1,9070,1,1,140.0,131.3,0,0,1,22,1,0,12.4,0.5,1.79
39,1,9991,0,12,120.0,155.7,0,0,1,33,0,0,10.8,1.4,1.74
53,1,9003,1,42,130.0,128.5,0,0,1,21,0,0,8.9,1.4,3.51
39,1,9147,1,1,100.0,170.0,0,0,1,45,0,0,15.5,2.8,-4.06
39,1,9003,1,1,133.1,100.0,0,0,1,44,0,0,15.5,2.8,-4.06
39,1,9670,1,1,110.0,107.2,0,0,1,42,0,0,12.7,3.7,-1.7
18,1,9147,1,1,147.0,139.3,1,0,1,20,0,0,12.4,0.5,1.79
17,6,9147,1,1,133.0,123.2,1,0,1,20,0,0,9.4,-0.8,-3.12
1,2,9254,1,1,137.0,122.3,1,0,1,20,1,0,8.9,1.4,3.51
17,2,9773,1,1,124.0,127.9,1,0,1,20,0,0,9.4,-0.8,-3.12
1,2,9147,1,1,128.0,120.3,0,0,1,19,0,0,8.9,1.4,3.51
51,1,8014,0,1,120.0,128.5,0,0,1,26,0,0,12.4,0.5,1.79
39,1,9003,1,1,133.1,150.0,0,0,1,31,0,0,13.9,-0.3,0.79
1,1,9773,1,1,142.0,136.1,0,0,1,19,1,0,16.2,0.3,-0.92
39,1,9773,1,19,100.0,128.0,1,0,1,28,0,0,7.6,2.6,0.32
1,1,171,1,1,149.0,158.1,1,0,1,20,1,0,10.8,1.4,1.74
1,2,8014,0,1,110.0,108.7,1,0,0,43,0,0,9.4,-0.8,-3.12
39,1,171,1,19,133.1,110.0,0,0,1,25,1,1,15.5,2.8,-4.06
39,1,9238,1,19,133.1,120.0,0,1,0,40,0,0,16.2,0.3,-0.92
44,1,9085,1,39,150.0,150.0,0,0,0,20,0,1,12.4,0.5,1.79
39,1,8014,0,12,133.1,113.0,0,0,0,46,0,0,11.1,0.6,2.02
51,1,33,1,1,121.0,118.6,0,0,0,26,0,0,8.9,1.4,3.51
39,1,9500,1,1,133.1,148.8,0,0,0,34,1,0,12.4,0.5,1.79
18,3,9853,1,1,122.0,120.3,1,0,0,19,0,0,10.8,1.4,1.74
1,6,9500,1,1,143.0,127.0,1,0,0,18,1,0,12.7,3.7,-1.7
1,1,9556,1,1,123.0,113.8,1,0,0,18,0,0,12.7,3.7,-1.7
39,1,8014,0,1,120.0,108.0,0,0,1,37,1,0,13.9,-0.3,0.79
17,1,171,1,1,114.0,129.1,0,0,1,23,1,0,9.4,-0.8,-3.12
43,1,9070,1,1,114.0,135.9,0,0,1,26,0,0,15.5,2.8,-4.06
10,2,9773,1,1,154.4,154.4,1,0,0,18,0,1,10.8,1.4,1.74
15,1,9500,1,1,190.0,190.0,1,0,0,18,0,1,12.4,0.5,1.79
17,4,9500,1,1,136.0,132.5,1,0,0,19,0,0,11.1,0.6,2.02
10,2,9085,1,1,163.3,163.3,0,0,0,18,0,1,12.4,0.5,1.79
1,1,9670,1,1,126.0,122.5,1,0,0,19,0,0,8.9,1.4,3.51
17,4,9119,1,1,122.0,121.0,1,0,1,20,0,1,8.9,1.4,3.51
17,1,9070,1,1,137.0,131.8,0,0,0,22,1,0,9.4,-0.8,-3.12
1,3,9500,1,1,139.0,135.0,1,0,0,18,1,0,12.7,3.7,-1.7
17,1,9254,1,1,142.0,141.7,0,0,0,18,1,0,13.9,-0.3,0.79
1,3,9773,1,1,133.1,131.3,1,0,0,18,1,0,8.9,1.4,3.51
1,6,9254,1,1,126.0,123.9,1,0,0,18,1,0,12.4,0.5,1.79
1,2,9254,1,1,131.0,126.1,1,0,0,18,0,0,8.9,1.4,3.51
17,6,9500,1,1,131.0,126.5,1,0,0,19,1,0,11.1,0.6,2.02
17,1,9853,1,1,108.0,107.3,0,0,0,20,0,0,15.5,2.8,-4.06
17,4,9238,1,1,133.1,95.0,1,0,0,19,1,0,15.5,2.8,-4.06
1,2,9085,1,1,122.0,116.1,1,0,0,18,0,0,15.5,2.8,-4.06
1,4,9070,1,1,143.0,134.6,1,0,0,18,1,0,12.4,0.5,1.79
17,6,9500,1,1,135.0,128.0,1,0,0,18,1,0,11.1,0.6,2.02
17,2,9773,1,1,148.0,144.2,1,0,0,18,0,0,12.4,0.5,1.79
17,1,9147,1,1,134.0,129.5,0,0,0,18,1,0,10.8,1.4,1.74
17,1,9773,1,1,122.0,116.8,1,0,0,18,0,0,16.2,0.3,-0.92
44,1,9003,1,39,160.0,160.0,0,0,0,20,1,0,16.2,0.3,-0.92
16,2,9238,1,1,126.0,127.1,1,0,0,19,1,0,9.4,-0.8,-3.12
17,1,9130,1,1,138.0,126.3,1,0,0,18,1,0,8.9,1.4,3.51
1,1,9238,1,1,115.0,112.9,1,0,0,19,1,0,12.4,0.5,1.79
17,2,9853,1,1,141.0,130.2,1,0,0,19,0,0,12.7,3.7,-1.7
43,1,9130,1,1,100.0,100.0,0,0,0,19,0,1,9.4,-0.8,-3.12
1,1,9670,1,1,130.0,121.6,0,0,0,19,0,0,12.4,0.5,1.79
15,1,9670,1,1,130.0,130.0,0,1,0,20,0,1,8.9,1.4,3.51
18,1,9130,1,1,135.0,121.7,1,0,0,18,1,0,10.8,1.4,1.74
7,1,9147,1,3,120.0,120.0,0,0,0,33,0,0,12.4,0.5,1.79
1,1,9853,1,1,148.0,143.5,0,0,0,19,1,0,13.9,-0.3,0.79
17,2,9556,1,1,136.0,128.3,0,0,0,18,1,0,15.5,2.8,-4.06
17,1,9070,1,1,108.0,111.9,0,0,0,19,0,0,8.9,1.4,3.51
44,1,9003,1,39,140.0,140.0,0,0,0,19,0,0,15.5,2.8,-4.06
1,3,9773,1,1,153.0,137.6,1,0,0,18,0,0,12.4,0.5,1.79
1,1,9238,1,1,135.0,135.0,1,0,0,20,0,0,10.8,1.4,1.74
1,5,9500,1,1,146.0,133.8,1,0,0,19,0,0,9.4,-0.8,-3.12
1,2,9773,1,1,130.0,126.9,1,0,1,18,1,0,9.4,-0.8,-3.12
17,2,9254,1,1,113.0,106.7,1,0,1,19,1,0,13.9,-0.3,0.79
43,1,8014,0,1,145.7,145.7,1,0,0,25,0,1,13.9,-0.3,0.79
17,3,9070,1,1,145.0,153.1,1,0,0,20,1,0,12.7,3.7,-1.7
1,1,8014,0,1,126.0,118.7,0,0,0,19,0,0,12.7,3.7,-1.7
17,1,9991,0,1,160.0,161.8,1,0,1,33,0,0,7.6,2.6,0.32
18,4,9119,1,1,134.0,124.9,1,0,1,18,0,0,8.9,1.4,3.51
1,1,9119,1,1,163.0,150.8,1,0,1,18,0,0,7.6,2.6,0.32
15,1,9147,1,1,130.0,130.0,0,0,0,19,0,1,11.1,0.6,2.02
1,2,171,1,1,165.0,163.6,1,0,0,18,0,0,12.4,0.5,1.79
43,1,9147,1,1,142.0,115.0,0,0,0,19,0,0,13.9,-0.3,0.79
1,1,9773,1,1,156.0,136.8,1,0,0,18,0,0,11.1,0.6,2.02
17,5,9853,1,1,141.0,130.9,1,0,0,18,0,0,7.6,2.6,0.32
1,3,9500,1,1,143.0,127.0,1,0,0,18,0,0,9.4,-0.8,-3.12
39,1,9500,1,19,133.1,120.0,0,0,0,37,0,0,16.2,0.3,-0.92
1,1,9238,1,1,133.0,126.0,0,0,0,20,0,0,9.4,-0.8,-3.12
1,1,9254,1,1,172.0,153.8,1,0,0,20,1,1,10.8,1.4,1.74
15,1,9238,1,1,140.0,140.0,0,0,1,21,0,1,11.1,0.6,2.02
17,1,9500,1,1,142.0,136.6,0,0,0,18,1,0,12.4,0.5,1.79
39,1,8014,0,1,140.0,105.0,0,0,0,26,0,0,15.5,2.8,-4.06
39,1,9147,1,12,133.1,139.4,0,0,0,41,0,0,7.6,2.6,0.32
1,2,9773,1,1,148.0,140.0,1,0,0,18,1,0,16.2,0.3,-0.92
1,4,9500,1,1,137.0,130.8,0,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,143.0,138.8,1,0,0,31,0,0,11.1,0.6,2.02
1,1,9238,1,1,133.1,110.0,0,0,0,23,0,0,12.7,3.7,-1.7
1,4,9500,1,1,138.0,127.8,1,0,0,19,0,0,7.6,2.6,0.32
16,3,9773,1,1,138.0,134.2,1,0,0,20,1,0,11.1,0.6,2.02
39,1,8014,0,1,150.0,143.0,0,0,0,40,0,0,12.7,3.7,-1.7
44,1,9085,1,39,120.0,120.0,1,0,0,32,0,0,16.2,0.3,-0.92
1,4,9254,1,1,110.0,113.2,1,0,0,24,0,0,10.8,1.4,1.74
17,4,9500,1,1,146.0,135.8,1,0,0,18,0,0,7.6,2.6,0.32
1,1,9238,1,1,148.0,143.5,0,0,0,18,0,0,10.8,1.4,1.74
1,1,9238,1,1,145.0,148.9,1,0,0,18,1,0,10.8,1.4,1.74
39,1,9003,1,1,133.1,115.6,1,0,0,27,0,0,15.5,2.8,-4.06
1,1,9147,1,1,160.0,159.3,0,0,0,18,0,0,7.6,2.6,0.32
39,1,9991,0,1,150.0,138.5,0,0,0,26,0,0,12.7,3.7,-1.7
1,1,9853,1,1,130.0,133.2,1,0,0,19,0,0,7.6,2.6,0.32
17,2,8014,0,1,120.0,117.6,1,0,0,19,0,0,7.6,2.6,0.32
18,2,9147,1,1,115.0,108.7,1,0,0,21,0,0,9.4,-0.8,-3.12
1,4,9147,1,1,133.1,106.0,1,0,0,24,0,0,12.7,3.7,-1.7
17,1,9853,1,1,120.0,122.6,0,0,0,20,0,0,12.7,3.7,-1.7
1,4,9853,1,1,134.0,127.4,1,0,0,18,0,0,10.8,1.4,1.74
39,1,9003,1,1,133.1,100.0,0,0,0,30,0,0,11.1,0.6,2.02
1,1,9853,1,1,133.1,95.0,1,0,0,22,0,0,11.1,0.6,2.02
7,1,9147,1,3,130.0,130.0,0,0,0,21,0,0,10.8,1.4,1.74
39,1,9556,1,1,120.0,122.8,0,0,0,26,0,0,13.9,-0.3,0.79
17,1,9147,1,1,115.0,115.0,1,0,0,23,0,0,9.4,-0.8,-3.12
17,1,9070,1,1,135.0,145.9,0,0,0,18,1,0,16.2,0.3,-0.92
1,1,9070,1,1,133.1,143.0,1,0,0,21,0,0,12.7,3.7,-1.7
43,1,171,1,1,145.0,100.0,0,0,0,18,1,0,13.9,-0.3,0.79
17,3,9085,1,1,130.0,121.3,1,0,0,21,0,0,9.4,-0.8,-3.12
17,3,9853,1,1,118.0,121.2,1,0,0,18,0,0,7.6,2.6,0.32
17,3,9853,1,1,138.0,125.1,1,1,0,19,1,0,12.7,3.7,-1.7
17,1,9254,1,1,122.0,112.9,1,0,0,22,0,0,7.6,2.6,0.32
1,3,9238,1,1,126.0,120.8,1,0,0,19,0,0,12.4,0.5,1.79
1,5,9085,1,1,121.0,114.0,1,0,0,19,0,0,9.4,-0.8,-3.12
17,1,9238,1,1,152.0,132.1,1,0,0,19,0,0,9.4,-0.8,-3.12
44,1,9085,1,39,160.0,160.0,0,0,0,27,0,0,9.4,-0.8,-3.12
10,1,9085,1,1,134.0,134.0,1,0,0,22,0,0,12.7,3.7,-1.7
1,1,9773,1,1,128.0,124.2,1,0,0,18,0,0,15.5,2.8,-4.06
17,4,9254,1,1,125.0,115.6,1,0,0,20,0,0,9.4,-0.8,-3.12
43,1,9991,0,1,130.0,128.2,0,0,0,34,0,0,9.4,-0.8,-3.12
17,2,9500,1,1,138.0,132.8,1,0,0,18,0,0,13.9,-0.3,0.79
17,2,9773,1,1,121.0,123.1,1,0,1,20,0,0,9.4,-0.8,-3.12
1,1,9130,1,1,134.0,125.6,1,0,0,20,0,1,12.7,3.7,-1.7
39,1,9991,0,1,130.0,115.0,0,0,1,25,0,0,16.2,0.3,-0.92
1,4,9119,1,1,126.0,123.6,1,0,1,18,0,0,8.9,1.4,3.51
1,1,9130,1,1,148.0,141.7,0,0,1,18,0,0,8.9,1.4,3.51
17,1,9853,1,1,160.0,139.0,1,0,0,18,1,0,9.4,-0.8,-3.12
17,1,9254,1,1,118.0,118.0,0,0,0,19,1,0,12.4,0.5,1.79
17,2,9853,1,1,150.0,142.0,1,0,0,19,1,0,10.8,1.4,1.74
44,1,9238,1,1,140.0,143.4,0,0,0,21,1,0,13.9,-0.3,0.79
42,1,9070,1,1,100.0,115.9,0,0,0,29,0,0,9.4,-0.8,-3.12
1,1,9070,1,1,110.0,105.1,1,0,0,20,1,0,12.4,0.5,1.79
51,1,8014,0,42,140.0,138.0,1,0,0,21,1,0,8.9,1.4,3.51
43,1,9991,0,1,133.1,114.7,0,0,0,34,0,1,10.8,1.4,1.74
1,4,9773,1,1,140.0,130.5,1,0,0,20,0,1,12.7,3.7,-1.7
39,1,9991,0,1,110.0,134.3,0,0,1,24,0,0,10.8,1.4,1.74
1,1,9500,1,1,148.0,137.5,0,0,1,18,0,0,16.2,0.3,-0.92
1,1,9500,1,1,137.0,125.3,0,0,1,19,0,0,7.6,2.6,0.32
1,1,9147,1,1,120.0,111.3,0,0,1,18,1,0,15.5,2.8,-4.06
39,9,9991,0,1,120.0,144.8,0,0,1,28,0,0,10.8,1.4,1.74
39,1,9991,0,1,130.0,152.1,0,0,1,28,0,0,11.1,0.6,2.02
17,1,9254,1,1,132.0,126.1,0,0,1,20,0,0,7.6,2.6,0.32
43,1,9500,1,1,130.0,136.0,1,0,1,22,0,0,9.4,-0.8,-3.12
1,4,9500,1,1,128.0,124.3,1,0,1,19,0,0,10.8,1.4,1.74
1,1,9670,1,1,132.0,129.9,1,0,1,20,0,0,12.4,0.5,1.79
39,2,9556,1,1,133.1,136.1,0,0,1,26,0,0,12.4,0.5,1.79
1,2,9254,1,1,120.0,115.1,1,0,1,21,0,0,9.4,-0.8,-3.12
16,2,171,1,1,145.0,143.6,1,0,1,18,0,0,12.4,0.5,1.79
17,1,9147,1,1,127.0,115.8,1,0,1,18,0,0,11.1,0.6,2.02
1,2,171,1,1,135.0,149.0,1,0,1,22,0,0,11.1,0.6,2.02
39,1,9119,1,19,133.1,100.0,0,0,1,36,0,0,16.2,0.3,-0.92
1,1,9773,1,1,125.0,133.4,1,0,1,20,1,0,13.9,-0.3,0.79
17,5,9670,1,1,127.0,122.8,0,0,1,20,0,0,10.8,1.4,1.74
39,1,9991,0,1,133.1,151.2,0,0,1,25,0,0,12.4,0.5,1.79
39,1,9003,1,1,150.0,137.0,0,0,1,35,0,0,15.5,2.8,-4.06
1,1,171,1,1,133.1,118.0,0,0,1,22,0,0,11.1,0.6,2.02
43,1,9070,1,1,150.0,126.4,0,0,1,26,0,0,12.4,0.5,1.79
44,1,9003,1,39,130.0,130.0,0,0,1,20,0,0,16.2,0.3,-0.92
43,1,8014,0,12,133.1,112.5,0,0,1,50,0,0,16.2,0.3,-0.92
1,1,9500,1,1,125.0,118.3,0,0,1,20,0,0,10.8,1.4,1.74
1,1,9500,1,1,127.0,121.4,0,0,1,20,0,0,12.4,0.5,1.79
7,1,9003,1,3,140.0,140.0,0,0,1,35,0,0,15.5,2.8,-4.06
1,1,9670,1,1,110.0,109.0,0,0,1,19,1,0,15.5,2.8,-4.06
39,2,9147,1,1,133.1,110.0,0,0,1,43,0,0,9.4,-0.8,-3.12
17,5,9500,1,1,124.0,119.8,0,0,1,19,0,0,10.8,1.4,1.74
39,1,9500,1,1,114.0,130.0,0,0,1,25,0,0,12.7,3.7,-1.7
16,1,171,1,1,155.0,167.3,1,0,1,19,0,0,13.9,-0.3,0.79
17,2,9853,1,1,114.0,111.9,1,0,1,20,1,0,7.6,2.6,0.32
1,1,171,1,1,133.1,136.0,1,0,1,22,0,0,12.7,3.7,-1.7
1,1,9254,1,1,125.0,124.0,0,0,1,19,1,0,11.1,0.6,2.02
39,1,9991,0,1,120.0,132.9,0,0,1,32,0,0,13.9,-0.3,0.79
39,1,9773,1,38,100.0,154.0,1,0,1,57,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,133.1,115.0,0,0,1,20,0,0,16.2,0.3,-0.92
39,1,9991,0,1,120.0,96.0,1,0,1,38,0,0,8.9,1.4,3.51
39,1,9991,0,1,120.0,168.2,0,0,1,45,0,0,12.4,0.5,1.79
39,1,9773,1,1,110.0,140.0,0,0,1,43,0,0,10.8,1.4,1.74
17,4,9070,1,1,144.0,137.4,1,0,1,19,0,0,10.8,1.4,1.74
39,1,9991,0,19,133.1,150.0,0,0,1,49,0,0,15.5,2.8,-4.06
39,1,9500,1,19,133.1,100.5,1,0,1,43,0,0,10.8,1.4,1.74
39,1,8014,0,1,133.1,148.5,0,0,1,34,0,0,11.1,0.6,2.02
17,5,9119,1,1,138.0,123.3,1,0,1,18,0,0,12.4,0.5,1.79
39,1,9991,0,1,120.0,138.7,0,0,1,43,0,0,10.8,1.4,1.74
1,2,9254,1,1,120.0,117.2,0,0,1,21,0,0,15.5,2.8,-4.06
39,1,9991,0,1,160.0,114.3,0,0,1,40,0,0,7.6,2.6,0.32
17,1,9670,1,1,134.0,125.3,1,0,1,19,1,0,10.8,1.4,1.74
1,1,9254,1,1,133.1,97.0,0,0,1,27,0,0,10.8,1.4,1.74
42,1,9556,1,1,110.0,140.0,0,0,1,43,0,0,16.2,0.3,-0.92
43,1,9991,0,1,130.0,124.0,0,0,1,31,0,0,9.4,-0.8,-3.12
44,1,9003,1,39,140.0,140.0,1,0,1,26,0,0,8.9,1.4,3.51
39,1,9991,0,1,150.0,127.0,0,0,1,34,0,0,8.9,1.4,3.51
43,1,9500,1,19,100.0,110.0,0,0,1,30,0,0,7.6,2.6,0.32
39,1,9500,1,19,133.1,170.0,0,0,1,36,0,0,16.2,0.3,-0.92
